recorded_at,vehicle_count,avg_speed_kmph,congestion_level
2026-08-31 03:00:00,149,51.6,Low
2026-08-31 04:00:00,166,54.2,Low
2026-08-31 05:00:00,71,57.0,Low
2026-08-31 06:00:00,422,43.3,Medium
2026-08-31 07:00:00,421,41.3,Medium
2026-08-31 08:00:00,856,22.9,High
2026-08-31 09:00:00,845,24.4,High
2026-08-31 10:00:00,370,47.7,Medium
2026-08-31 11:00:00,443,43.5,Medium
2026-08-31 12:00:00,356,45.1,Medium
2026-08-31 13:00:00,448,42.4,Medium
2026-08-31 14:00:00,492,41.1,Medium
2026-08-31 15:00:00,407,43.1,Medium
2026-08-31 16:00:00,405,43.5,Medium
2026-08-31 17:00:00,928,24.8,High
2026-08-31 18:00:00,868,22.6,High
2026-08-31 19:00:00,826,28.0,High
2026-08-31 20:00:00,355,41.5,Medium
2026-08-31 21:00:00,415,48.4,Medium
2026-08-31 22:00:00,99,57.7,Low
2026-08-31 23:00:00,103,55.7,Low
2026-09-01 00:00:00,136,54.0,Low
2026-09-01 01:00:00,110,56.2,Low
2026-09-01 02:00:00,73,59.1,Low
2026-09-01 03:00:00,93,54.8,Low
2026-09-01 04:00:00,121,53.4,Low
2026-09-01 05:00:00,101,55.9,Low
2026-09-01 06:00:00,443,43.2,Medium
2026-09-01 07:00:00,398,45.7,Medium
2026-09-01 08:00:00,905,24.9,High
2026-09-01 09:00:00,850,23.4,High
2026-09-01 10:00:00,357,45.1,Medium
2026-09-01 11:00:00,375,44.6,Medium
2026-09-01 12:00:00,402,45.0,Medium
2026-09-01 13:00:00,397,45.1,Medium
2026-09-01 14:00:00,402,40.0,Medium
2026-09-01 15:00:00,362,45.2,Medium
2026-09-01 16:00:00,351,47.2,Medium
2026-09-01 17:00:00,961,24.0,High
2026-09-01 18:00:00,891,27.3,High
2026-09-01 19:00:00,905,23.1,High
2026-09-01 20:00:00,375,44.4,Medium
2026-09-01 21:00:00,384,45.0,Medium
2026-09-01 22:00:00,106,55.8,Low
2026-09-01 23:00:00,117,57.7,Low
2026-09-02 00:00:00,137,51.6,Low
2026-09-02 01:00:00,20,61.1,Low
2026-09-02 02:00:00,45,57.8,Low
2026-09-02 03:00:00,53,54.3,Low
2026-09-02 04:00:00,121,56.7,Low
2026-09-02 05:00:00,76,51.8,Low
2026-09-02 06:00:00,378,45.7,Medium
2026-09-02 07:00:00,340,46.8,Low
2026-09-02 08:00:00,849,27.2,High
2026-09-02 09:00:00,854,23.9,High
2026-09-02 10:00:00,447,41.8,Medium
2026-09-02 11:00:00,398,42.2,Medium
2026-09-02 12:00:00,382,43.0,Medium
2026-09-02 13:00:00,393,47.7,Medium
2026-09-02 14:00:00,345,43.0,Low
2026-09-02 15:00:00,458,41.3,Medium
2026-09-02 16:00:00,373,47.2,Medium
2026-09-02 17:00:00,875,28.7,High
2026-09-02 18:00:00,927,21.9,High
2026-09-02 19:00:00,986,19.3,High
2026-09-02 20:00:00,429,43.4,Medium
2026-09-02 21:00:00,452,45.0,Medium
2026-09-02 22:00:00,101,54.5,Low
2026-09-02 23:00:00,118,53.9,Low
2026-09-03 00:00:00,180,53.1,Low
2026-09-03 01:00:00,85,57.0,Low
2026-09-03 02:00:00,46,56.2,Low
2026-09-03 03:00:00,148,52.8,Low
2026-09-03 04:00:00,58,58.8,Low
2026-09-03 05:00:00,147,55.6,Low
2026-09-03 06:00:00,439,40.9,Medium
2026-09-03 07:00:00,343,49.3,Low
2026-09-03 08:00:00,837,26.0,High
2026-09-03 09:00:00,903,25.0,High
2026-09-03 10:00:00,418,47.6,Medium
2026-09-03 11:00:00,374,46.9,Medium
2026-09-03 12:00:00,402,44.5,Medium
2026-09-03 13:00:00,461,42.6,Medium
2026-09-03 14:00:00,421,45.3,Medium
2026-09-03 15:00:00,385,42.9,Medium
2026-09-03 16:00:00,358,41.7,Medium
2026-09-03 17:00:00,982,18.5,High
2026-09-03 18:00:00,891,23.8,High
2026-09-03 19:00:00,912,25.2,High
2026-09-03 20:00:00,434,41.5,Medium
2026-09-03 21:00:00,393,44.8,Medium
2026-09-03 22:00:00,90,59.6,Low
2026-09-03 23:00:00,119,56.7,Low
